,target,rho_score,rho_pvalue,rho_label,-log10(rho_pvalue),gamma_score,gamma_pvalue,gamma_label,-log10(gamma_pvalue)
HIST3H3,HIST3H3,0.25151760067297274,0.09030887254008582,resistance_hit,1.0442695796321537,-0.13006727364504864,0.5594236717761737,target_non_hit,0.2522591605882705
HK2,HK2,-0.5303080877233789,0.001397815305734452,sensitivity_hit,2.8545502084181957,0.15311415679713244,0.11778395702738968,target_non_hit,0.9289138593702944
HK3,HK3,-0.22266840663698298,0.025151118890349346,sensitivity_hit,1.5994426898487795,0.16309980996444384,0.1757976607082067,target_non_hit,0.7549869082626837
HLA-DPB1,HLA-DPB1,0.14778546841619958,0.0017114209378620263,resistance_hit,2.7666431590696914,-0.15428518207826425,0.199324803225046,target_non_hit,0.7004386559731923
HLA-DQB1,HLA-DQB1,-0.3007370075787182,0.01173529027600197,sensitivity_hit,1.9305061635254022,-0.10625289101352713,0.10436793396193195,target_non_hit,0.9814329136182458
HLCS,HLCS,0.09513289222033065,0.0006605909184307753,resistance_hit,3.180067401129788,-0.0480393455495746,0.7138167502635158,target_non_hit,0.14641326520402997
HM13,HM13,-0.1886275345636547,0.02653614449436884,sensitivity_hit,1.5761621766658351,0.048657257895670845,0.3292224817367577,target_non_hit,0.48251051562003083
HOXC12,HOXC12,-0.14227595414497576,0.015779728085994645,sensitivity_hit,1.8019004847621836,-0.19228101936801423,0.28258009500217074,target_non_hit,0.5488584331993397
HOXD10,HOXD10,-0.3030035928389889,0.13733603875523384,sensitivity_hit,0.8622154833110689,-0.018591677967569886,0.9781478395233194,target_non_hit,0.009595499980468936
HPD,HPD,-0.4762516886671075,0.06805193547105341,sensitivity_hit,1.1671595184776196,0.3439617651462343,0.04298689124017577,up_hit,1.366663961397426
HS6ST2,HS6ST2,-0.28711189703418033,0.08788661795283427,sensitivity_hit,1.0560772476984794,-0.049087580063501925,0.4489067522761434,target_non_hit,0.3478438620650108
HSD17B4,HSD17B4,-0.30508664158935844,0.09969356109681603,sensitivity_hit,1.0013328905391488,0.22293457846965334,0.1276871783704766,target_non_hit,0.8938527099606531
HSD17B8,HSD17B8,0.2980257922564542,0.11192466564242297,resistance_hit,0.9510741943299771,-0.3663241988515053,0.05734426556775141,essential_hit,1.2415100050826786
HSF5,HSF5,-0.2654053554710976,0.09034340775320572,sensitivity_hit,1.0441035318784504,0.2948089636430167,0.0042297633977538334,up_hit,2.373683925278336
HSP90AA1,HSP90AA1,-0.23117203043897097,0.012897332556756359,sensitivity_hit,1.8895001017681874,-0.15509359137709597,0.39244881661438924,target_non_hit,0.40621697614525065
HSPA13,HSPA13,0.3084881054174093,0.046612451344980425,resistance_hit,1.3314980569557648,-0.2121610002718762,0.3127296954410523,target_non_hit,0.504830878098715
HSPA2,HSPA2,-0.1544670768080314,0.020719056708683948,sensitivity_hit,1.6836300209122694,0.01629429362872455,0.632837998907088,target_non_hit,0.19870745141271545
HTR2A,HTR2A,0.3660597225536349,0.1669681886364579,resistance_hit,0.77736626427549,-0.102776581153799,0.44969243487072963,target_non_hit,0.3470844184617059
HTR3B,HTR3B,0.38673908534597007,0.19832926246688273,resistance_hit,0.7026132031405933,-0.12491134763928476,0.5635887820204704,target_non_hit,0.249037659911677
HTR3E,HTR3E,-0.22048729137047088,0.027660518710717837,sensitivity_hit,1.558139679935667,0.031756068282856376,0.21202066541441472,target_non_hit,0.6736218068163105
HTRA2,HTRA2,-0.11200109544235604,0.004081490421205049,sensitivity_hit,2.389181218403241,0.16625133794691838,0.4850056191202943,target_non_hit,0.3142532297713439
HTRA4,HTRA4,-0.2149063690361892,0.028199877257417752,sensitivity_hit,1.5497527819835528,0.1541297550161659,0.302357289299082,target_non_hit,0.519479556860559
IER3,IER3,0.17669035322009177,0.010699719472268703,resistance_hit,1.9706276085991654,0.06288252034583586,0.5439111800962806,target_non_hit,0.2644720141684297
IFI44L,IFI44L,0.1646597854159436,0.002913589959020297,resistance_hit,2.5355715682369615,-0.22967669706616847,0.1697836053899837,target_non_hit,0.7701042483230217
